"id","section_id","section_name","question","option_a","option_b","option_c","option_d","correct_answer","explanation","difficulty"
"19","2","Image Enhancement in the Spatial Domain","Which of the following visual effects is typically achieved by applying a smoothing linear filter, such as a 15x15 averaging mask, to an image?","Emphasizing regions with slowly varying gray levels.","Extracting exactly one-pixel thick boundaries.","Blurring the image and reducing noise.","Highlighting fine details and edges.","C","Smoothing spatial filters (like average/low-pass filters) are explicitly used for blurring and noise reduction, where small details blend into the background.","easy"
"20","2","Image Enhancement in the Spatial Domain","An X-ray image is heavily corrupted by salt-and-pepper noise. Which spatial filter is mathematically most effective at removing this specific type of noise without excessively blurring the image?","3x3 Median filter","15x15 Averaging mask","Laplacian of Gaussian (LoG)","Histogram equalization","A","The median filter, an order-statistics filter, is particularly effective at removing isolated high/low pixels such as salt-and-pepper noise, unlike averaging masks which blur the noise into the surrounding area.","medium"
"21","2","Image Enhancement in the Spatial Domain","A 3x3 median filter is applied to a pixel neighborhood with the following intensity values: 35, 30, 10, 7, 50, 19, 15, 23, 42. What will be the new intensity value of the center pixel?","15","19","23","30","C","To find the median, sort the values: 7, 10, 15, 19, 23, 30, 35, 42, 50. The middle value (5th item) is 23.","medium"
"22","2","Image Enhancement in the Spatial Domain","How does spatial filtering fundamentally differ from pixel-based gray-level transformations like Gamma Correction?","Spatial filtering requires transforming the image into the frequency domain, while pixel-based does not.","Spatial filtering computes a new pixel value based on a neighborhood of surrounding pixels, while pixel-based only considers the individual pixel itself.","Spatial filtering can only be used for thresholding, while pixel-based is used for edge detection.","Spatial filtering is only applicable to binary images, while pixel-based works on grayscale images.","B","Pixel-based transformations (like Negative or Gamma) map individual pixels one-by-one. Spatial filtering (Local Enhancement) calculates a pixel's new value based on operations (like averaging or sorting) over a defined neighborhood of pixels.","easy"
"23","2","Image Enhancement in the Spatial Domain","In the context of sharpening spatial filters, where are the exact positions of edges located when analyzing the second derivative of a smoothed image function?","At the peak maximum of the derivative.","Between the minimum and maximum points, at the zero-crossings.","At the exact center of the smoothing window.","Where the gradient magnitude is closest to zero.","B","The slides state that for the derivative of the derivative (2nd derivative), the edge position is located 'between Min and Max points' (the zero-crossing), whereas the first derivative locates the edge at the peak.","hard"
"24","2","Image Enhancement in the Spatial Domain","While the second derivative identifies an edge at the zero-crossing, how does the first derivative of a smoothed image function indicate the presence of an edge?","By locating the peak (maximum or minimum) of the derivative function.","By finding the point where the derivative equals the original intensity.","By identifying regions with absolutely zero change in derivative.","By calculating the cumulative sum of the neighboring pixels.","A","According to the graphical representation of derivatives in the slides, the 'Derivative of Function' (1st derivative) locates the 'Edge at Peak', while the 2nd derivative locates it at the zero-cross.","medium"
"25","2","Image Enhancement in the Spatial Domain","The Laplacian is a 2nd derivative spatial filter used for image sharpening. If the center coefficient of the Laplacian filter mask is negative (e.g., -4 or -8), what is the correct formula to calculate the final sharpened image?","Sharpened Image = Original Image + Laplacian Filtered Image","Sharpened Image = Original Image / Laplacian Filtered Image","Sharpened Image = Original Image * Laplacian Filtered Image","Sharpened Image = Original Image - Laplacian Filtered Image","D","The formula for sharpening is g(x,y) = f(x,y) - Laplacian(f(x,y)) if the center coefficient of the mask is negative, and it uses a '+' if the center coefficient is positive.","hard"
"26","2","Image Enhancement in the Spatial Domain","What does the digital implementation of the Laplacian operator mathematically represent in spatial image filtering?","The integral of all pixel intensities in a given neighborhood.","The sum of the second-order partial derivatives in the x and y directions.","The median value of the first-order derivatives.","The product of the pixel neighborhood and a Gaussian kernel.","B","The Laplacian is defined as the sum of the second derivatives: gradient squared f = partial^2(f)/partial(x^2) + partial^2(f)/partial(y^2). In digital form, these are implemented using differences.","medium"
"27","2","Image Enhancement in the Spatial Domain","According to the course outline on image enhancement, which of the following techniques is categorized as a 'Pixels Neighbors Based' (Local Enhancement) operation rather than a 'Pixel Based' operation?","Gamma Correction","Histogram Equalization","Negative Transformation","Ordered statistics filters","D","Negative, Gamma, and Histogram equalization are all listed under ' Pixel Based'. Ordered statistics filters (like the median filter) are listed under ' Pixels Neighbors Based (Local Enhancement)'.","easy"
"28","2","Image Enhancement in the Spatial Domain","When visually analyzing the histogram of an image, what does a histogram heavily concentrated on the left side (lower gray levels) generally indicate about the corresponding spatial image?","The image has very high contrast.","The image is generally bright.","The image is generally dark.","The image has perfectly equalized gray levels.","C","A histogram plots pixel occurrences against gray levels. Since gray levels start at 0 (black/dark) on the left, a concentration there indicates a 'Dark Image', as shown in the contrast examples.","medium"
"29","3","Image Enhancement in the Frequency Domain","According to the Fourier transform concept, how can any spatial image function fundamentally be described?","As a matrix of strictly positive pixel intensities.","As a summation of sine and cosine waves with different amplitudes and phases.","As a cumulative distribution of histogram probabilities.","As a series of morphological structuring elements.","B","The main idea of the Fourier Transform is that 'Any function can be described by a summation of waves with different amplitudes and phases' (specifically sine and cosine base functions).","easy"
"30","3","Image Enhancement in the Frequency Domain","When preprocessing an image of size M x N for frequency domain filtering, you multiply the spatial image f(x,y) by (-1)^(x+y). What is the specific mathematical effect of this operation on the Fourier spectrum?","It shifts the origin of the spectrum to the center coordinates (M/2, N/2).","It inverts the phase angle of the entire spectrum.","It perfectly isolates and eliminates all high-frequency components.","It applies a Gaussian low-pass filter to the spatial image.","A","Multiplying the spatial image by (-1)^(x+y) mathematically results in F(u-M/2, v-N/2), which shifts the origin of the frequency spectrum to the center of the domain.","medium"
"31","3","Image Enhancement in the Frequency Domain","Given the real part R(u,v) = 3 and the imaginary part I(u,v) = 4 of a Fourier transformed image at a specific frequency, what is the value of the Power Spectrum P(u,v) at that frequency?","5","7","12","25","D","The Power Spectrum is defined as P(u,v) = R^2(u,v) + I^2(u,v). Therefore, 3^2 + 4^2 = 9 + 16 = 25.","hard"
"32","3","Image Enhancement in the Frequency Domain","Applying a spatial filter mask h(x,y) to an image f(x,y) using discrete convolution is mathematically equivalent to which operation in the frequency domain?","Convolving the Fourier transforms F(u,v) and H(u,v).","Adding the Fourier transforms F(u,v) and H(u,v).","Multiplying the Fourier transforms F(u,v) and H(u,v).","Dividing the Fourier transform F(u,v) by H(u,v).","C","The Convolution Theorem states that convolution in the spatial domain is equivalent to simple point-wise multiplication in the frequency domain: G(u,v) = F(u,v) * H(u,v).","medium"
"33","3","Image Enhancement in the Frequency Domain","In the frequency domain, what visual effect is achieved by applying a filter that restricts data to low-frequency components while cutting off high frequencies?","The image edges are strongly emphasized.","The image becomes heavily sharpened.","The image becomes blurred and smooth.","The image contrast is uniformly equalized.","C","Low-pass filters restrict data to low-frequency components, which visually blurs the image and removes edges.","easy"
"34","3","Image Enhancement in the Frequency Domain","If H_lp(u,v) represents the transfer function of a Gaussian Low-Pass Filter, what is the correct transfer function H_hp(u,v) for a Gaussian High-Pass Filter with the same cutoff frequency?","H_hp(u,v) = 1 / H_lp(u,v)","H_hp(u,v) = 1 - e^(-D^2(u,v)/2D_0^2)","H_hp(u,v) = e^(D^2(u,v)/2D_0^2)","H_hp(u,v) = 1 + H_lp(u,v)","B","Any high-pass filter can be derived from its low-pass counterpart using H_hp = 1 - H_lp. Since the Gaussian LPF is e^(-D^2/2D_0^2), the Gaussian HPF is 1 - e^(-D^2/2D_0^2).","hard"
"35","3","Image Enhancement in the Frequency Domain","According to the transfer function of a Butterworth Low-Pass Filter, H(u,v) = 1 / (1 + [D(u,v)/D_0]^(2n)), what is the exact value of the filter's multiplier at the cutoff frequency where D(u,v) = D_0?","1.0","0.5","0.0","0.707","B","When D(u,v) = D_0, the term [D(u,v)/D_0] becomes 1. The equation evaluates to 1 / (1 + 1^(2n)) = 1 / (1 + 1) = 1/2 = 0.5.","medium"
"36","3","Image Enhancement in the Frequency Domain","According to the cascade system property of convolution, if you apply filter h_1 and then filter h_2 to an image f, which of the following statements is true?","The final output depends entirely on which filter was applied first.","The operation is equivalent to convolving h_1 and h_2 together first, and then applying the combined result to f.","The cascade operation can only mathematically be performed in the frequency domain.","Convolution is not associative, so the filters must be applied completely independently.","B","The associative and cascade properties of convolution dictate that applying h_1 then h_2 to f is the same as applying a single combined filter (h_1 * h_2) to f. The order does not affect the final output.","medium"
"37","3","Image Enhancement in the Frequency Domain","Which fundamental equation correctly relates any standard High-Pass Filter transfer function H_hp(u,v) to its corresponding Low-Pass Filter transfer function H_lp(u,v)?","H_hp(u,v) = 1 - H_lp(u,v)","H_hp(u,v) = H_lp(u,v)^(-1)","H_hp(u,v) = log(H_lp(u,v))","H_hp(u,v) = 1 + H_lp(u,v)","A","The course slides establish that a high-pass filter is simply the inverse proportion of a low-pass filter, defined exactly as H_hp(u,v) = 1 - H_lp(u,v).","easy"
"38","3","Image Enhancement in the Frequency Domain","The transfer function for a Butterworth High-Pass Filter of order n is H(u,v) = 1 / (1 + [D_0 / D(u,v)]^(2n)). For a frequency strictly at the origin where D(u,v) = 0, what does this function evaluate to, and what does it physically imply?","It evaluates to 1, meaning the zero-frequency (DC) component is fully preserved.","It evaluates to 0, meaning the zero-frequency (DC) component is completely blocked.","It evaluates to 0.5, meaning it automatically attenuates half the image brightness.","It evaluates to a negative value, automatically inverting the image colors.","B","As D(u,v) approaches 0, the denominator term [D_0 / 0] approaches infinity. 1 / (1 + infinity) = 0. This blocks the DC component (the lowest frequency), which is exactly how a High-Pass filter behaves.","hard"
"39","3","Image Enhancement in the Frequency Domain","Based on the visual examples of High-Pass Filters provided in the course, why is a Butterworth High-Pass Filter generally preferred over an Ideal High-Pass Filter?","The Butterworth filter automatically calculates the optimal cutoff distance D_0.","The Butterworth filter requires significantly less computational power to multiply.","The Butterworth filter produces much smoother results without severe ringing artifacts.","The Butterworth filter converts the image back to the spatial domain simultaneously.","C","The slides explicitly state that the results of the Butterworth High-Pass Filter (BHPF) are 'much smoother than those obtained with an ILPF' (Ideal Low/High Pass Filter), avoiding the harsh ringing artifacts caused by the ideal filter's sudden hard cutoff.","medium"
"40","3","Image Enhancement in the Frequency Domain","Consider a Gaussian Low-Pass Filter transfer function H(u,v) = e^(-D^2(u,v)/2D_0^2). As the distance D(u,v) from the center of the frequency rectangle increases towards infinity, what happens to the multiplier value H(u,v)?","It increases towards 1, allowing high frequencies to pass.","It decreases towards 0, effectively attenuating high frequencies.","It oscillates endlessly between -1 and 1.","It remains exactly at a constant 0.5 regardless of distance.","B","As the distance D(u,v) grows large, the negative exponent grows large, and e^(-infinity) approaches 0. This means the filter output smoothly drops to 0, successfully blocking high frequencies far from the center.","hard"
"41","3","Image Enhancement in the Frequency Domain","The convolution theorem establishes a dual relationship between domains. It states that multiplication of two functions in the spatial domain corresponds to which specific operation in the frequency domain?","Addition","Multiplication","Convolution","Matrix inversion","C","The theorem outlines that Convolution in the Spatial Domain equals Multiplication in the Frequency Domain, AND conversely, Multiplication in the Spatial Domain equals Convolution in the Frequency Domain.","easy"
"42","3","Image Enhancement in the Frequency Domain","What is the correct mathematical sequence of fundamental steps for processing an image in the frequency domain?","Multiply by filter H(u,v) -> Apply Fourier Transform -> Apply Inverse Fourier Transform","Apply Inverse Fourier Transform -> Multiply by filter H(u,v) -> Apply Fourier Transform","Apply Fourier Transform -> Convolve with filter H(u,v) -> Apply Inverse Fourier Transform","Apply Fourier Transform -> Multiply by filter H(u,v) -> Apply Inverse Fourier Transform","D","The basic steps for frequency filtering are: Pre-process f(x,y) -> Compute Fourier Transform F(u,v) -> Multiply by Filter function H(u,v) -> Compute Inverse Fourier Transform to get g(x,y).","medium"
"43","4","Image Morphology","What is the fundamental mathematical language underlying morphological operators in image processing?","Linear Algebra","Calculus","Set Theory","Probability Theory","C","The course slides state that the language of mathematical morphology is 'Set theory', as it deals with sets of pixels in 2-D integer space.","easy"
"44","4","Image Morphology","When applying a dilation operation with a given structuring element on a binary image, under what condition is a '1' written to the output image?","Only if the structuring element perfectly matches the background.","If the structuring element 'touches' any part of the foreground.","Only if the structuring element fits entirely inside the foreground.","If the structuring element intersects exactly half of the foreground.","B","Dilation is defined as the set of all points where the structuring element 'touches' the foreground. If any part touches, a 1 is written at the origin.","medium"
"45","4","Image Morphology","A binary image contains two large circular objects that are inadvertently connected by a very thin line of foreground pixels. Which morphological sequence should be used to disconnect them, and why?","Dilation, because it expands the background to overwrite the connection.","Closing, because the erosion step will break the thin line.","Erosion, because it forces the large circles to merge.","Opening, because the erosion step breaks the narrow connection and the subsequent dilation restores the original size of the large circles.","D","Opening is erosion followed by dilation. The erosion breaks narrow connections (the thin line), while the subsequent dilation restores the main objects (the circular blobs) roughly to their original size.","hard"
"46","4","Image Morphology","How can basic morphological operators be mathematically combined to perform boundary or edge detection on a binary image?","Subtract the eroded image from the dilated image.","Subtract the input image from the dilated image, or subtract the eroded image from the input image.","Add the eroded image to the dilated image.","Calculate the intersection of the input image and the closing of the input image.","B","The slides mention two methods for edges/boundaries: Edge Detection is 'Subtract input image from dilated image', and Boundary Extraction is 'make set difference between A and the erosion' (A - (A eroded by B)).","medium"
"47","4","Image Morphology","In an erosion operation, under what specific condition is a foreground pixel written at the origin of the structuring element?","When the structuring element touches at least one foreground pixel.","When the structuring element matches the local background perfectly.","When the structuring element 'fits into' or is entirely contained within the foreground region.","When the structuring element intersects the exact center of gravity of the image.","C","Erosion is defined as the set of all points where the structuring element 'fits into' the foreground entirely without overlapping the background.","easy"
"48","4","Image Morphology","When restoring a corrupted fingerprint image containing both isolated noisy pixels in the background and small broken gaps within the ridges, what is the most appropriate sequence of morphological operations?","Opening followed by Closing.","Closing followed by Opening.","Repeated Dilations followed by a single Erosion.","Hit-and-Miss Transform followed by Boundary Extraction.","A","The slides detail Fingerprint Enhancement as a two-step process: Opening (Erosion then Dilation) to remove noise, followed by Closing (Dilation then Erosion) to fill gaps and broken ridges.","hard"
"49","4","Image Morphology","Both Opening and Closing operations possess a mathematical property called idempotence. What does this imply in practical image processing?","The operations are perfectly reversible by applying their dual.","Repeated application of the operation on an image will yield no further changes after the first application.","The operation will continuously shrink the image until it disappears.","The operation dynamically scales the structuring element with each pass.","B","Idempotence is defined in the slides as 'Repeated application has no further effects!', meaning doing an Opening twice is the same as doing it once.","medium"
"50","4","Image Morphology","The Hit-and-Miss transformation formula involves the intersection of two specific erosions: A eroded by X, and A-complement eroded by (W-X). What do these two erosions mathematically verify?","They verify that object X is smaller than object W and larger than A.","They verify that the object matches pattern X exactly, and the local background simultaneously matches the predefined window pattern (W-X).","They calculate the exact center of gravity for the structuring element.","They ensure that the resulting image is idempotent and scale-invariant.","B","The Hit-and-Miss transform is a shape detection tool. The first erosion finds where X fits in the foreground, and the second erosion finds where the local background (W-X) fits in the background (A-complement). The intersection finds the exact match.","hard"
"51","4","Image Morphology","Which formula correctly describes the process of morphological Boundary Extraction for a set A using structuring element B?","Beta(A) = (A dilated by B) - A","Beta(A) = (A eroded by B) + A","Beta(A) = A - (A eroded by B)","Beta(A) = A intersected with (A dilated by B)","C","The slides provide the formula for Boundary Extraction as Beta(A) = A - (A eroded by B).","medium"
"52","4","Image Morphology","In the morphological Region Filling algorithm defined as X_k = (X_{k-1} dilated by B) intersected with A-complement, what is the crucial role of intersecting with the complement of A?","It ensures that the filled region remains exactly one pixel thick.","It forces the algorithm to fill the foreground instead of the background.","It acts as a boundary constraint, preventing the iterative dilation from expanding outside the defined background region.","It extracts the structural corners of the region being filled.","C","Region filling uses iterative dilation to expand the fill. Intersecting with A-complement (the background) ensures the fill does not cross over the actual borders of the shape (Set A).","hard"
"53","4","Image Morphology","Unlike basic erosion or dilation which strictly use '1's, what values can a structuring element contain when used specifically for a Hit-and-Miss transform?","Only '0's and '1's","'1's, '0's, and 'don't care' values","Continuous gradient values from 0.0 to 1.0","Only positive and negative floating-point numbers","B","The slides state that a Hit-and-Miss Structuring Element 'Contains 0s, 1s and don’t care’s', usually with a '1' at the origin.","easy"
"54","4","Image Morphology","Opening and Closing are considered dual operations. What does this mean if you want to conceptually perform an 'opening' operation on the foreground pixels of an image?","You can perform an 'opening' on the background pixels and add the results.","You can perform a 'closing' operation on the background pixels using the same structuring element.","You must subtract the closed image from the dilated image.","You must perform the operation twice to achieve idempotence.","B","The slides explain duality by stating that 'opening the foreground pixels with a particular structuring element is equivalent to closing the background pixels with the same element.'","medium"
"55","4","Image Morphology","How is the morphological 'Thinning' of a set A by a structuring element B mathematically defined?","As A minus the Hit-and-Miss transform of A by B.","As the intersection of A and the Dilation of A by B.","As the union of A and the Erosion of A by B.","As the Opening of A followed immediately by the Closing of A.","A","The formula for thinning is provided as A thin B = A - (A Hit-and-Miss B). It uses a sequence of rotated structuring elements to progressively remove border pixels without breaking connectivity.","hard"
"56","4","Image Morphology","When performing 'Extraction of Connected Components', the iterative formula is X_k = (X_{k-1} dilated by B) intersected with A. How does this logic differ from the Region Filling algorithm?","It uses erosion instead of dilation in the iterative step.","It requires a Hit-and-Miss transform before the intersection.","It intersects with the original set A to bound the expansion within the foreground shape, whereas Region Filling intersects with A-complement to fill the background.","It inherently applies a thresholding step after each intersection.","C","Connected components extraction expands a point inside a foreground object and bounds it by A. Region filling expands a point in an enclosed background area and bounds it by A-complement.","medium"
"57","5","Edge Detection, SIFT, and Scale Invariance","What do local extrema (peaks) in the first-order spatial derivative of an image mathematically indicate?","The presence of smooth, slowly varying gray levels.","The exact center of gravity of a morphological shape.","The presence of edges.","The optimal variance for a Gaussian filter.","C","According to the graphical representations of gradients, local extrema (peaks) in the first derivative of a function correspond directly to the location of edges.","easy"
"58","5","Edge Detection, SIFT, and Scale Invariance","Why is applying a smoothing filter (like Gaussian) a mandatory preprocessing step before calculating image gradients for edge detection?","Because derivatives only work on floating-point numbers.","Because noise introduces spurious peaks in the derivative, leading to false edge detections.","Because it automatically normalizes the image to a range of 0 to 1.","Because smoothing shifts the image to the frequency domain for faster processing.","B","The slides show that noise in a signal causes erratic spikes in the first and second derivatives. Smoothing the signal (e.g., via a Gaussian filter) before taking the derivative is necessary to prevent noise from being incorrectly detected as edges.","medium"
"59","5","Edge Detection, SIFT, and Scale Invariance","Which specific property of the SIFT algorithm allows it to reliably detect the same object whether it is photographed up close or from far away?","Rotation Invariance","Affine Transform Invariance","Illumination Invariance","Scale Invariance","D","Scale invariance ensures that features are detected at different scales (magnifications) of the image, making the algorithm robust to changes in object size or distance from the camera.","easy"
"60","5","Edge Detection, SIFT, and Scale Invariance","In the SIFT algorithm, which computationally efficient operation is used to approximate the Normalized Laplacian of Gaussian (NLoG)?","Taylor Series Expansion","Fast Fourier Transform (FFT)","Difference of Gaussians (DoG)","K-Means Clustering","C","The slides state that the Difference of Gaussians (DoG) is used to approximate the Normalized Laplacian of Gaussian (NLoG) across multiple scales, speeding up the detection of blobs.","medium"
"61","5","Edge Detection, SIFT, and Scale Invariance","Based on the course material, what happens if the variance (sigma) chosen for the Laplacian of Gaussian filter is too small?","Important edges and corners are completely removed from the image.","The image is reduced to a single 1x1 pixel representation.","It results in only partial removal of noise, causing some noise to be falsely detected as edges or blobs.","The scale space becomes entirely scale-invariant but loses rotation invariance.","C","A smaller variance may result in partial removal of noise, meaning some noise may be incorrectly detected as edges/blobs. Conversely, a larger variance may remove important edges and corners.","hard"
"62","5","Edge Detection, SIFT, and Scale Invariance","When detecting initial keypoints in a DoG scale-space, a pixel is identified as a local extremum by comparing its value to how many immediate neighbors?","8 neighbors in the current image.","26 neighbors (8 in the current scale, 9 in the scale above, and 9 in the scale below).","9 neighbors (a standard 3x3 spatial mask).","128 neighbors across all computed octaves.","B","Each pixel in the DoG image is compared to its 26 neighbors in the 3D scale-space (8 in the same image, 9 in the scale above, and 9 in the scale below) to determine if it is a local maximum or minimum.","medium"
"63","5","Edge Detection, SIFT, and Scale Invariance","What mathematical technique is employed during the refinement step of SIFT to achieve exact sub-pixel and sub-scale accuracy for a candidate keypoint?","Applying an Inverse Fourier Transform.","Calculating the intersection over union (IoU).","Using a Taylor series expansion of the DoG function around the candidate point.","Performing a Hit-and-Miss transformation with a 3x3 structuring element.","C","The objective of refinement is sub-pixel and sub-scale accuracy, achieved by refining the initial keypoint location using a Taylor series expansion of the DoG function, which relies on the gradient and Hessian matrix.","hard"
