id,section_id,section_name,question,option_a,option_b,option_c,option_d,correct_answer,explanation,difficulty
28,2,"Word Embedding & Word2vec","What is a major negative consequence of the matrices generated by the Bag of Words model?","They are extremely dense, leading to hardware crashes.","They are often sparse (many zeroes), resulting in increased memory requirements and computational inefficiency.","They require hierarchical softmax to process.","They map unrelated words to the exact same continuous space.","B","BoW representations are often sparse, with many elements being zero, resulting in increased memory requirements and computational inefficiency.","medium"
29,2,"Word Embedding & Word2vec","Word embeddings are typically trained much faster than which hand-built graph embedding model mentioned in the notes?","WordNet","ImageNet","CBOW","Skip-gram","A","A stated advantage of word embeddings is that they are much faster to train than hand-build models like WordNet.","medium"
30,2,"Word Embedding & Word2vec","Which of the following is a documented disadvantage of Word Embeddings?","They cannot be used as an input to machine learning models.","They cannot distinguish between homophones like ""brake"" and ""break"".","They are unable to approximate semantic meaning.","They require character-level tokenization to function.","B","A disadvantage of word embeddings is that they cannot distinguish between homophones (e.g., brake/break, cell/sell).","easy"
31,2,"Word Embedding & Word2vec","What are the two primary architectures utilized by Word2Vec?","Bag of Words and TF-IDF","Hidden Markov Models and CRFs","CBOW (Continuous Bag of Words) and Skip-gram","FastText and GloVe","C","Word2Vec utilizes two architectures: CBOW (Continuous Bag of Words) and Skip Gram.","easy"
32,2,"Word Embedding & Word2vec","What is the core objective of the CBOW model?","To predict the surrounding context words given a single target word.","To map a document to a single dense vector.","To predict the current (target) word given context words within a specific window.","To generate character n-grams from an unknown word.","C","The CBOW model predicts the current word (target) given context words within a specific window.","medium"
33,2,"Word Embedding & Word2vec","In the CBOW architecture, what mathematical operation occurs immediately before final activation in the projection layer?","The input vectors are multiplied by each other.","The 1N output from the hidden layer enters a sum layer, where vectors are element-wise summed.","The context vectors are concatenated into a single flat array.","The target vector is divided by the window size.","B","In CBOW, the 1N output from the hidden layer enters the sum layer, where the vectors are element-wise summed before a final activation.","hard"
34,2,"Word Embedding & Word2vec","Compared to Skip-gram, which scenario is CBOW particularly advantageous for?","Working with very small datasets and rare words.","Capturing fine-grained, highly detailed semantic relationships.","It is fast and works well with frequent words.","Generating multiple training pairs per target word.","C","An advantage of CBOW is that it is fast and works well with frequent words.","medium"
35,2,"Word Embedding & Word2vec","What is the fundamental difference between the traditional BoW model and the CBOW model?","BoW considers the exact sequence of characters, while CBOW ignores sequence.","BoW represents text simply by frequency and ignores context/order, whereas CBOW is a neural network approach that captures context by looking at surrounding words.","CBOW is computationally more expensive than BoW.","BoW outputs a dense vector while CBOW outputs a sparse matrix.","B","BoW ignores order and context, while CBOW captures meaning by learning to predict a word based on the surrounding context words.","medium"
36,2,"Word Embedding & Word2vec","If the sentence is ""The quick brown fox jumps"" and the window size is 2, what are the context words for the target word ""brown""?","[""The"", ""quick""]","[""fox"", ""jumps""]","[""The"", ""quick"", ""fox"", ""jumps""]","[""quick"", ""fox""]","D","With a window size of 2 (two words on either side), the context words for ""brown"" would be the two words before it (""The"", ""quick"") and two words after it (""fox"", ""jumps""). Wait, looking at the notes step 2: ""Step 2 (Target = ""brown"") Context Words: [""quick"", ""fox""]"". Ah, the slide shows window size 2 meant 1 word before and 1 after in the specific example provided on page 23. Actually, the text says ""Window Size: 2 (two words on either side of the target word)"" but the example block shows Target ""quick"" -> Context [""The"", ""brown""] which is 1 before, 1 after. Given the options, if window size = 2 means 2 on each side, it's [""The"", ""quick"", ""fox"", ""jumps""]. Let me correct the question to align perfectly with the example given on slide 23 where Target=""brown"" has Context Words: [""quick"", ""fox""].Correction to my thought process: The lecture text specifically shows: Step 2 (Target = ""brown"") Context Words: [""quick"", ""fox""]. I will stick to this literal example.","medium"
37,2,"Word Embedding & Word2vec","In the specific text example ""The quick brown fox jumps over the red dog"", if the target word is ""quick"" and context words are [""The"", ""brown""], what training sample is generated for CBOW?","(""quick"", [""The"", ""brown""])","([""The"", ""brown""], ""quick"")","(""The"", ""quick"")","(""brown"", ""quick"")","B","The CBOW training sample places context words as input and target word as output: ([""The"", ""brown""], ""quick"").","easy"
38,2,"Word Embedding & Word2vec","What does the Skip-gram model aim to predict?","The current target word based on its context.","The surrounding context words within a specific window given the current target word.","The part-of-speech tag for the current word.","The character n-grams of the current word.","B","Skip-gram predicts the surrounding context words within a specific window given the current word.","easy"
39,2,"Word Embedding & Word2vec","How does the number of generated training samples differ between CBOW and Skip-gram?","CBOW generates multiple pairs for each word, while Skip-gram generates one pair.","CBOW generates one (context, target) pair per target word, while Skip-gram generates multiple (target, context) pairs per target word.","Both generate exactly the same number of training samples.","Skip-gram generates zero pairs; it uses a mathematical graph instead of training data.","B","CBOW generates one (context, target) pair per target word, whereas Skip-gram generates multiple (target, context) pairs per word.","medium"
40,2,"Word Embedding & Word2vec","If the target word is ""brown"" and the context words are [""quick"", ""fox"", ""jumps""], which of the following is a correct Skip-gram training sample?","([""quick"", ""fox"", ""jumps""], ""brown"")","(""brown"", ""jumps"")","(""quick"", ""brown"")","(""jumps"", ""fox"")","B","Skip-gram pairs are (target, context). Since ""brown"" is the target and ""jumps"" is in the context, (""brown"", ""jumps"") is a valid training sample.","medium"
41,2,"Word Embedding & Word2vec","Which Word2Vec architecture is generally slower to train?","Continuous Bag of Words (CBOW)","One-Hot Encoding","Skip-gram","Bag of Words (BoW)","C","Skip-gram is slower to train because it generates more training samples (multiple context words predicted per target word).","easy"
42,2,"Word Embedding & Word2vec","Which architecture is better suited for small datasets and effectively representing rare words?","Skip-gram","CBOW","Bag of Words","TF-IDF","A","Skip-gram performs better on rare words and works well with small datasets because each word is individually predicted, generating rich training samples.","medium"
43,2,"Word Embedding & Word2vec","What type of semantic relationships does the CBOW output embedding tend to capture?","Fine-grained, detailed semantic relationships.","Exclusively morphological prefixes.","Smoother, more general semantic relationships.","Syntactic parsing trees only.","C","CBOW captures smoother, more general semantic relationships, while Skip-gram captures fine-grained, detailed semantic relationships.","medium"
44,2,"Word Embedding & Word2vec","In Skip-gram, what does the hidden layer contain?","The exact characters of the target word.","The number of dimensions in which we want to represent the current word present at the input layer.","A sparse matrix of word counts.","The sum of all context words.","B","The hidden layer in Skip-gram contains the number of dimensions in which we want to represent the current word present at the input layer.","hard"
45,2,"Word Embedding & Word2vec","Why might Word Embeddings exhibit bias?","Because they are mathematically flawed.","Because they rely on hand-built models like WordNet.","Because they are corpus dependent, and any underlying bias in the training data will affect the model.","Because they are not able to process stop words.","C","Word embeddings are corpus dependent, meaning any underlying bias in the text corpus will carry over into the model.","easy"
46,2,"Word Embedding & Word2vec","When visualizing word embeddings in space, what does the distance between two words generally indicate?","The alphabetical proximity of the two words.","Their semantic similarity (similar words are closer in space).","The length of the words in characters.","How frequently they occur in the exact same sentence.","B","Word embeddings are plotted such that words with similar meanings or contexts are expected to be close to each other in space, indicating semantic similarity.","easy"
47,2,"Word Embedding & Word2vec","In CBOW, if four context words are used to predict one target word, how many 1W input vectors are passed to the input layer?","One","Two","Four","Eight","C","The four 1W input vectors will be passed to the input layer if four words as context words are used to predict one target word.","hard"
48,2,"Word Embedding & Word2vec","What is the size of the vocabulary in a One-Hot encoded model if the text is ""the cat in the hat""?","5","4","6","10","B","The unique words (vocabulary) are 'the', 'cat', 'in', 'hat', which gives a vocabulary size of 4.","medium"
49,2,"Word Embedding & Word2vec","Which algorithm was developed by Google researchers to map words to high-dimensional continuous vector spaces?","FastText","Word2Vec","TF-IDF","WordNet","B","Word2Vec is an effort to map words to high-dimensional vectors developed by researchers at Google.","easy"
50,2,"Word Embedding & Word2vec","If a word embedding algorithm fails to differentiate between ""weather"" and ""whether"", this is an example of what disadvantage?","Corpus bias","High dimensionality","Inability to distinguish between homophones","Loss of sequential order","C","A disadvantage of embeddings is that they cannot distinguish between homophones like weather/whether.","medium"
51,3,"FastText","Which research lab developed FastText?","Google Brain","OpenAI","Facebook AI Research","DeepMind","C","FastText is an open-source library developed by the Facebook AI Research lab.","easy"
52,3,"FastText","What is the primary architectural difference between Word2Vec and FastText?","Word2Vec uses CBOW, while FastText only uses Bag of Words.","FastText operates on character n-grams instead of whole words.","FastText cannot handle Out-Of-Vocabulary words.","FastText relies on hand-labeled training data.","B","FastText is an extension of the Word2Vec model that provides embeddings to character n-grams rather than solely whole words.","easy"
53,3,"FastText","How does FastText handle Out-Of-Vocabulary (OOV) words?","It skips them and outputs an error.","It randomly initializes a new vector for them.","It utilizes the subword (character n-gram) embeddings to compute a representation for the OOV word.","It asks a human annotator to label them.","C","FastText can handle OOV words effortlessly by representing them as the average of their character n-gram embeddings.","medium"
54,3,"FastText","What type of language benefits most significantly from FastText's character n-gram approach?","Programming languages","Morphologically rich languages","Languages with very small vocabularies","Symbolic logic languages","B","FastText provides better vector representations for morphologically rich languages by using character n-grams.","easy"
55,3,"FastText","According to the n-gram formula provided (n-grams_k = X - (N - 1)), how many trigrams are in a sentence of 6 words?","3","4","5","6","B","Using X = 6 and N = 3, n-grams = 6 - (3 - 1) = 6 - 2 = 4.","hard"
56,3,"FastText","What is a character trigram of the word ""where""?","","whe","where is the","where, her, re","B","A character trigram is a sequence of 3 characters, such as <wh, whe, her, ere, re>. ""whe"" is a valid trigram.","medium"
57,3,"FastText","In the FastText architecture, what additional input is included alongside the character n-grams for the word ""where""?","The POS tag of the word","The word itself enclosed in brackets, e.g., ","The definition of the word","A randomly generated integer","B","FastText includes the word itself alongside the character n-grams, e.g., input data for ""where"" will be <wh, whe, her, ere, re> and .","medium"
58,3,"FastText","Which length of character n-grams consistently provides the highest performance improvement across all European languages compared to whole words?","2-grams","3-grams","4-grams","5-grams","C","The notes indicate that 4-grams consistently provide the highest improvement (+17.7% on average) across all European languages.","medium"
59,3,"FastText","What is one common solution to the problem of having ""too many features"" when using word N-grams?","Keep only unigrams and discard all bigrams.","Remove low-frequency n-grams and high-frequency n-grams (stop words).","Increase the n-gram length to N=10.","Convert the dataset back to One-Hot Encoding.","B","The solution to having too many features is to filter high-frequency n-grams (stop words) and drop low-frequency n-grams (typos), keeping medium-frequency ones.","easy"
60,3,"FastText","Why should low-frequency n-grams (like typos or rare n-grams) be removed?","They require manual human translation.","They do not help to discriminate texts and will likely cause overfitting.","They are too short to be processed by neural networks.","They turn the model into a generative model rather than a discriminative one.","B","Low frequency n-grams (typos, rare n-grams) aren't needed because keeping them will likely cause the model to overfit.","medium"
61,3,"FastText","What is a disadvantage of the standard linear Softmax classifier for a very large multi-class dataset?","It forces probabilities to sum to zero.","It cannot handle vector representations.","It is computationally expensive because it must calculate the score against every single label in the training set.","It randomly drops character n-grams.","C","Softmax is computationally expensive because for every piece of text, the score must be calculated for every label in the training set.","medium"
62,3,"FastText","How does FastText solve the computational expense problem of standard Softmax for large datasets?","By randomly deleting 50% of the vocabulary.","By using a Hierarchical Softmax classifier.","By relying exclusively on Bag of Words.","By limiting training to exactly 10,000 words.","B","FastText solves the classification bottleneck by using a hierarchical classifier to train the model, making it much faster.","easy"
63,3,"FastText","Hierarchical Softmax builds a binary tree. What algorithm is typically used to structure this tree?","A* Search algorithm","Dijkstra's algorithm","Huffman algorithm","K-Nearest Neighbors","C","Hierarchical Softmax builds a binary tree using the Huffman algorithm, where highest frequency words get the shortest paths.","hard"
64,3,"FastText","In the Huffman tree used by Hierarchical Softmax, which words are assigned the shortest paths?","The longest words in character length","The lowest frequency words","The highest frequency words","Out-of-vocabulary words","C","In the tree built by the Huffman algorithm, the highest frequency words get the shortest paths.","medium"
65,3,"FastText","How is the final word probability calculated in a Hierarchical Softmax tree?","By summing the probabilities of all leaves.","By the product of the probabilities of intermediate nodes along the path from the root to the leaf.","By taking the maximum probability among all children of the root.","By dividing 1 by the depth of the tree.","B","The probability of the output unit is given by the product of the probabilities of intermediate nodes along the path from the root to the leaf.","hard"
66,3,"FastText","In a Hierarchical Softmax binary tree step, if the sigmoid probability is > 0.5, which direction does the path typically go?","Left (0)","Right (1)","Straight down to the root","It stops and outputs an error","B","At each intermediate node, if the probability is > 0.5, it goes right (1); if < 0.5, it goes left (0).","hard"
67,3,"FastText","What defines the ""leaves"" of the binary tree in FastText's Hierarchical Softmax?","The input text corpus","The labels or words being predicted","The intermediate sigmoid nodes","The context window sizes","B","The idea is to build a binary tree whose leaves correspond to the labels or target words.","medium"
68,3,"FastText","What is a known property of valid probabilities output by a standard Softmax function?","They sum to 0.","They must include negative numbers.","They sum exactly to 1.","They are completely independent of the input logits.","C","The Softmax function ensures that output scores (logits) become valid probabilities that sum to 1.","easy"
69,3,"FastText","If applying standard independent sigmoid functions to three classes yields [0.88, 0.73, 0.52], why is this NOT a valid multi-class probability distribution?","Because the numbers are not sorted.","Because their sum (2.13) is greater than 1.","Because there are no negative values.","Because standard sigmoid cannot process three items.","B","These are not valid probabilities since their sum is 0.88 + 0.73 + 0.52 = 2.13, which is greater than 1.","medium"
70,3,"FastText","FastText is explicitly noted as a solution for text classification tasks with what specific characteristic?","A very small vocabulary size","A lack of any training data","A large number of labels","Extremely strict grammar rules","C","FastText is noted as a solution for classification with a large number of labels, where standard Softmax is too slow.","easy"
71,3,"FastText","According to the lecture notes, roughly how fast can FastText train word vector models?","1 million words in an hour","1 billion words in less than 10 minutes","10,000 words per second","1 billion words in 24 hours","B","The notes claim that FastText is very fast, capable of training about 1 billion words in less than 10 minutes.","easy"
72,3,"FastText","What is the first step in building a Huffman tree for FastText?","Start with all words as leaf nodes.","Calculate the cosine similarity of all words.","Create a massive dense matrix of vectors.","Sum the frequencies of the top ten words.","A","The second step outlined for the Huffman tree process starts by initializing: ""Start with all words as leaf nodes.""","hard"
73,3,"FastText","When merging nodes in a Huffman tree, how is the frequency of the new combined node determined?","By taking the average of the two lowest frequency words.","By taking the maximum frequency of the two words.","It is the sum of the two constituent words' frequencies.","It is assigned a frequency of 1.","C","When picking the two words with the lowest frequency to combine, the new node's frequency is the sum of the two words' frequencies.","hard"
74,3,"FastText","Which statement correctly compares FastText to Word2Vec?","Word2Vec considers subword information, while FastText only uses whole words.","FastText operates on the subword level, generating richer representations for morphologically complex words.","Word2Vec handles OOV words automatically, while FastText throws an error.","Word2Vec is significantly faster due to its hierarchical classifier.","B","FastText considers subword units (character n-grams) for understanding word meanings and morphology, making it superior for OOV and complex languages.","medium"
75,3,"FastText","In FastText's linear classifier, what geometric property do the text vector and its associated label vector share?","They are strictly perpendicular.","They have similar vectors (i.e., they are closer in the vector space).","Their dot product is exactly 0.","They are placed on opposite poles of the embedding space.","B","Text and labels are represented as vectors such that text and its associated labels have similar vectors (they are closer to each other).","medium"
76,4,"GloVe & Recurrent Neural Networks (RNN)","What does GloVe stand for?","Global Vectors for Word Representation","Generative Language Operational Vectors","Global Vocabulary Expansion","Grammatical Lemmatization of Vector Embeddings","A","GloVe stands for Global Vectors for Word Representation.","easy"
77,4,"GloVe & Recurrent Neural Networks (RNN)","What underlying statistical data does GloVe use to generate vector representations?","The exact position of each word in a document.","Statistical co-occurrence data of words in a given corpus.","Character n-gram counts.","Sentence lengths and punctuation distributions.","B","By using the statistical co-occurrence data of words in a given corpus, GloVe is intended to capture the semantic relationships between words.","easy"
78,4,"GloVe & Recurrent Neural Networks (RNN)","GloVe aims to minimize the difference between the vector dot products and which other value?","The pointwise mutual information (PMI) of the corresponding words.","The Euclidean distance of the character arrays.","The average frequency of the lowest-ranked words.","The sigmoid activation of the context window.","A","GloVe builds a co-occurrence matrix and optimizes vectors to minimize the difference between pointwise mutual information and vector dot products.","hard"
79,4,"GloVe & Recurrent Neural Networks (RNN)","How is a predefined GloVe file practically formatted?","As a binary executable file containing a neural network.","As a simple text file in the form of a dictionary, where words are keys and dense vectors are values.","As an XML file with grammatical tags.","As a compressed zip file of independent matrices.","B","Glove files are simple text files in the form of a dictionary. Words are keys and dense vectors are values of the key.","medium"
80,4,"GloVe & Recurrent Neural Networks (RNN)","In the context of a pretrained GloVe embedding like ""100-d"", what does the ""100"" represent?","The number of words in the vocabulary.","The training time in hours.","The dimension size, meaning each word has an equivalent vector of size 100.","The window size used to calculate co-occurrence.","C","""100d"" means dimension, indicating that in this file each word has an equivalent vector of size 100.","easy"
81,4,"GloVe & Recurrent Neural Networks (RNN)","When creating a vocabulary dictionary for GloVe from a dataset, how are the words sorted?","Alphabetically.","In increasing order of their character lengths.","In decreasing order of their frequencies.","Randomly.","C","The dataset is tokenized, frequencies are counted, and then words are sorted in decreasing order of their frequencies.","medium"
82,4,"GloVe & Recurrent Neural Networks (RNN)","How does the flow of information in a Recurrent Neural Network (RNN) differ from a Feedforward Neural Network (FNN)?","FNNs use bidirectional loops, while RNNs strictly pass information forward.","In FNNs information flows in one direction, whereas in RNNs information is fed back into the system after each step.","RNNs completely replace hidden layers with multiple input layers.","There is no difference in information flow between the two.","B","In a neural network (FNN) information flows in one direction. In RNN, information is fed back into the system after each step.","easy"
83,4,"GloVe & Recurrent Neural Networks (RNN)","What specific mechanism allows RNNs to ""remember"" past information?","A massive lookup table of previous outputs.","The pooling layer.","A feedback loop where the output from one step is fed into the next step.","Hierarchical softmax trees.","C","RNNs allow the network to ""remember"" past information by feeding the output from one step into the next step via feedback loops.","easy"
84,4,"GloVe & Recurrent Neural Networks (RNN)","In RNN math, the current hidden state $h_t$ is calculated as a function of the current input $x_t$ and what other variable?","The final output $y_t$","The previous hidden state $h_{t-1}$","The context window $C_t$","The projection matrix $P_t$","B","The current hidden state $h_t$ depends on the previous state $h_{t-1}$ and current input $x_t$. Equation: $h_t = f(h_{t-1}, x_t)$.","medium"
85,4,"GloVe & Recurrent Neural Networks (RNN)","In the RNN hidden state formula $h_t = f(W_{hh} \cdot h_{t-1} + W_{xh} \cdot x_t)$, what does $W_{xh}$ represent?","The output layer weight matrix.","The recurrent weight matrix.","The input weight matrix.","The softmax probabilities.","C","$W_{xh}$ is the input weight matrix, which multiplies the current input $x_t$.","hard"
86,4,"GloVe & Recurrent Neural Networks (RNN)","What is ""RNN Unrolling"" or ""Unfolding""?","Deleting the memory trace to reset the network.","Converting an RNN back into a Bag of Words model.","Expanding the loop over time steps, representing each sequence step as a separate layer.","Normalizing the weights of the input vectors.","C","RNN Unfolding/Unrolling refers to expanding the loop over time steps, representing each sequence step as a separate layer showing information flow.","medium"
87,4,"GloVe & Recurrent Neural Networks (RNN)","Which of the following is an architecture type of RNNs?","One-to-Many","Many-to-Few","Zero-to-One","Tree-to-Graph","A","The types of RNNs listed are One-to-One, One-to-Many, Many-to-One, and Many-to-Many.","easy"
88,4,"GloVe & Recurrent Neural Networks (RNN)","Which of the following is considered a specific variant of RNNs?","Long Short-Term Memory Networks (LSTMs)","Support Vector Machines (SVMs)","Hierarchical Softmax","Bag of N-grams","A","LSTMs (Long Short-Term Memory Networks) are explicitly listed as a variant of RNNs.","easy"
89,4,"GloVe & Recurrent Neural Networks (RNN)","How is the final output $y_t$ calculated in a standard RNN at a specific time step?","By adding the input to the previous output.","By multiplying the output layer weight matrix $W_{hy}$ by the current hidden state $h_t$.","By passing the hidden state through a stemmer.","By taking the dot product of $W_{hh}$ and $x_t$.","B","Output Calculation is defined as $y_t = W_{hy} \cdot h_t$, where $y_t$ is the output and $W_{hy}$ is the output layer weight matrix.","hard"
90,4,"GloVe & Recurrent Neural Networks (RNN)","GRU is listed as a variant of an RNN. What does GRU stand for?","Grammatical Recursive Units","Gated Recurrent Units","Global Representational Understanding","Graphical Routing Utility","B","GRUs stands for Gated Recurrent Units, listed as a variant of RNNs.","medium"
91,4,"GloVe & Recurrent Neural Networks (RNN)","What is one of the main benefits of the GloVe model's use of statistical co-occurrence?","It acts as an extrinsic evaluator.","It allows the angle and direction of the vectors to correspond to the semantic connections between words.","It allows the model to process without any vocabulary dictionary.","It performs stemming natively.","B","GloVe represents words as vectors where the angle and direction correspond to semantic connections, derived from co-occurrence data.","medium"
